id;repeticion;neuronas;conexiones;densidad_conexiones;sparse;precision;backend;mostrar_progreso;medir_rendimiento;tiempo;cpu_media;cpu_maxima;ram_media;ram_maxima;gpu_media;gpu_maxima;vram_media;vram_maxima
20;3;10;0;0;False;32;numpy;True;True;0.02951240004040301;107.5;557.4;340.869140625;340.87109375;;;;
20;4;10;0;0;False;32;numpy;True;True;0.030355700058862567;98.69;521.0;340.734765625;340.75;;;;
20;5;10;0;0;False;32;numpy;True;True;0.03106289985589683;103.1;522.2;341.003515625;341.01953125;;;;
20;6;10;0;0;False;32;numpy;True;True;0.030066499952226877;101.69;534.8;340.808984375;340.8125;;;;
20;7;10;0;0;False;32;numpy;True;True;0.030535600148141384;50.36;503.6;340.7328125;340.75;;;;
20;8;10;0;0;False;32;numpy;True;True;0.0301726998295635;105.44000000000001;549.3;340.73671875;340.73828125;;;;
20;9;10;0;0;False;32;numpy;True;True;0.03020519996061921;101.64;508.2;340.86171875;340.8671875;;;;
20;10;10;0;0;False;32;numpy;True;True;0.03186200000345707;97.81;492.5;340.718359375;340.734375;;;;
21;1;10;0;0;False;32;cupy;False;False;1.1148226999212056;;;;;;;;
21;2;10;0;0;False;32;cupy;False;False;1.1103541001211852;;;;;;;;
21;3;10;0;0;False;32;cupy;False;False;1.107932100072503;;;;;;;;
21;4;10;0;0;False;32;cupy;False;False;1.2819699000101537;;;;;;;;
21;5;10;0;0;False;32;cupy;False;False;1.0988628999330103;;;;;;;;
21;6;10;0;0;False;32;cupy;False;False;1.112754800124094;;;;;;;;
21;7;10;0;0;False;32;cupy;False;False;1.1092667998746037;;;;;;;;
21;8;10;0;0;False;32;cupy;False;False;1.1411179001443088;;;;;;;;
21;9;10;0;0;False;32;cupy;False;False;1.1334370002150536;;;;;;;;
21;10;10;0;0;False;32;cupy;False;False;1.105231299996376;;;;;;;;
22;1;10;0;0;False;32;cupy;True;True;1.1449553000275046;99.78;107.4;472.8078125;472.81640625;7.8;11;309.0546875;309.0546875
22;2;10;0;0;False;32;cupy;True;True;1.1249985999893397;99.22;105.3;472.905859375;472.9140625;9.3;12;309.0546875;309.0546875
22;3;10;0;0;False;32;cupy;True;True;1.1542728000786155;99.63000000000001;104.7;472.65703125;472.73046875;7.0;10;309.0546875;309.0546875
22;4;10;0;0;False;32;cupy;True;True;1.1499501001089811;97.75;106.9;473.35546875;473.36328125;7.5;12;309.0546875;309.0546875
22;5;10;0;0;False;32;cupy;True;True;1.1890847999602556;97.47;104.5;472.91484375;472.98828125;8.4;12;309.0546875;309.0546875
22;6;10;0;0;False;32;cupy;True;True;1.1369854998774827;99.45000000000002;105.7;472.552734375;472.62890625;9.5;11;309.0546875;309.0546875
22;7;10;0;0;False;32;cupy;True;True;1.1329773999750614;98.60000000000001;114.5;473.0109375;473.1015625;10.0;12;309.0546875;309.0546875
22;8;10;0;0;False;32;cupy;True;True;1.1455822999123484;98.51000000000002;105.1;472.51953125;472.52734375;8.8;11;309.0546875;309.0546875
22;9;10;0;0;False;32;cupy;True;True;1.1497279999312013;97.07;104.7;473.0;473.0078125;7.5;11;309.0546875;309.0546875
22;10;10;0;0;False;32;cupy;True;True;1.131184000056237;97.36999999999999;106.0;472.6890625;472.6953125;8.8;12;309.0546875;309.0546875
23;1;10;0;0;False;64;numpy;False;False;0.020949100144207478;;;;;;;;
23;2;10;0;0;False;64;numpy;False;False;0.020384799921885133;;;;;;;;
23;3;10;0;0;False;64;numpy;False;False;0.020534500014036894;;;;;;;;
23;4;10;0;0;False;64;numpy;False;False;0.02068610000424087;;;;;;;;
23;5;10;0;0;False;64;numpy;False;False;0.02083140006288886;;;;;;;;
23;6;10;0;0;False;64;numpy;False;False;0.021065999986603856;;;;;;;;
23;7;10;0;0;False;64;numpy;False;False;0.0203899999614805;;;;;;;;
23;8;10;0;0;False;64;numpy;False;False;0.020395100116729736;;;;;;;;
23;9;10;0;0;False;64;numpy;False;False;0.02054519997909665;;;;;;;;
23;10;10;0;0;False;64;numpy;False;False;0.020457300124689937;;;;;;;;
24;1;10;0;0;False;64;numpy;True;True;0.025026600109413266;65.92999999999999;659.3;340.873046875;340.875;;;;
24;2;10;0;0;False;64;numpy;True;True;0.025216500042006373;65.92;659.2;340.71875;340.734375;;;;
24;3;10;0;0;False;64;numpy;True;True;0.026707899989560246;123.66;701.6;340.800390625;340.8046875;;;;
24;4;10;0;0;False;64;numpy;True;True;0.02774279983714223;108.42999999999999;580.0;340.820703125;340.82421875;;;;
24;5;10;0;0;False;64;numpy;True;True;0.02642589993774891;58.379999999999995;583.8;341.02578125;341.0390625;;;;
24;6;10;0;0;False;64;numpy;True;True;0.025725399842485785;117.64000000000001;599.3;340.9734375;340.9765625;;;;
24;7;10;0;0;False;64;numpy;True;True;0.0258625999558717;122.94000000000001;620.6;340.904296875;340.90625;;;;
24;8;10;0;0;False;64;numpy;True;True;0.026208100141957402;65.51;655.1;341.3140625;341.31640625;;;;
24;9;10;0;0;False;64;numpy;True;True;0.02538720006123185;124.11999999999998;639.3;340.947265625;340.94921875;;;;
24;10;10;0;0;False;64;numpy;True;True;0.025298899970948696;58.279999999999994;582.8;340.96953125;340.97265625;;;;
25;1;10;0;0;False;64;cupy;False;False;1.125770399812609;;;;;;;;
25;2;10;0;0;False;64;cupy;False;False;1.0984365998301655;;;;;;;;
25;3;10;0;0;False;64;cupy;False;False;1.0949496999382973;;;;;;;;
25;4;10;0;0;False;64;cupy;False;False;2.159050799906254;;;;;;;;
25;5;10;0;0;False;64;cupy;False;False;1.1099956999532878;;;;;;;;
25;6;10;0;0;False;64;cupy;False;False;1.0896604000590742;;;;;;;;
25;7;10;0;0;False;64;cupy;False;False;1.0922115999273956;;;;;;;;
25;8;10;0;0;False;64;cupy;False;False;1.1014729999005795;;;;;;;;
25;9;10;0;0;False;64;cupy;False;False;1.103429100010544;;;;;;;;
25;10;10;0;0;False;64;cupy;False;False;1.0962059998419136;;;;;;;;
26;1;10;0;0;False;64;cupy;True;True;1.1125113000161946;99.00000000000001;105.7;432.655078125;432.66796875;10.6;13;309.0546875;309.0546875
26;2;10;0;0;False;64;cupy;True;True;1.1267937999218702;99.20999999999998;106.2;433.1734375;433.234375;11.3;13;309.0546875;309.0546875
26;3;10;0;0;False;64;cupy;True;True;1.1502751000225544;100.78999999999999;104.1;432.79296875;432.83203125;10.4;12;309.0546875;309.0546875
26;4;10;0;0;False;64;cupy;True;True;1.1193515001796186;99.18;105.9;432.6109375;432.62109375;11.8;13;309.0546875;309.0546875
26;5;10;0;0;False;64;cupy;True;True;1.1266350001096725;99.1;105.5;433.0484375;433.05859375;11.1;12;309.0546875;309.0546875
26;6;10;0;0;False;64;cupy;True;True;1.2352058999240398;96.16;105.5;432.715625;432.7265625;10.8;12;309.0546875;309.0546875
26;7;10;0;0;False;64;cupy;True;True;1.1354904999025166;96.79;111.7;432.68125;432.6875;10.2;12;309.0546875;309.0546875
26;8;10;0;0;False;64;cupy;True;True;1.1123895000200719;98.78;106.1;432.846875;432.87109375;11.2;13;309.0546875;309.0546875
26;9;10;0;0;False;64;cupy;True;True;1.132931699976325;99.53999999999999;104.8;432.64140625;432.65234375;10.8;12;309.0546875;309.0546875
26;10;10;0;0;False;64;cupy;True;True;1.1365618000272661;99.44;105.6;432.946484375;432.9921875;9.6;12;309.0546875;309.0546875
27;1;10;0;0;True;32;numpy;False;False;0.028790300013497472;;;;;;;;
27;2;10;0;0;True;32;numpy;False;False;0.029281800147145987;;;;;;;;
27;3;10;0;0;True;32;numpy;False;False;0.02882409980520606;;;;;;;;
27;4;10;0;0;True;32;numpy;False;False;0.028528899885714054;;;;;;;;
27;5;10;0;0;True;32;numpy;False;False;0.02973589999601245;;;;;;;;
27;6;10;0;0;True;32;numpy;False;False;0.029657200211659074;;;;;;;;
27;7;10;0;0;True;32;numpy;False;False;0.02951200003735721;;;;;;;;
27;8;10;0;0;True;32;numpy;False;False;0.029470199951902032;;;;;;;;
27;9;10;0;0;True;32;numpy;False;False;0.029062099987640977;;;;;;;;
27;10;10;0;0;True;32;numpy;False;False;0.029337599873542786;;;;;;;;
28;1;10;0;0;True;32;numpy;True;True;0.034388799918815494;94.2;488.3;341.22421875;341.2265625;;;;
28;2;10;0;0;True;32;numpy;True;True;0.03466309979557991;43.87;438.7;340.9671875;340.96875;;;;
28;3;10;0;0;True;32;numpy;True;True;0.03417019988410175;92.17999999999999;467.4;340.81796875;340.8203125;;;;
28;4;10;0;0;True;32;numpy;True;True;0.0336712000425905;93.1;486.2;340.560546875;340.5625;;;;
